MF_VMR_Hs578T_Adhesome1a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome1a
MF_VMR_Hs578T_Adhesome1b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome1b
MF_VMR_Hs578T_Adhesome2a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome2a
MF_VMR_Hs578T_Adhesome2b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome2b
MF_VMR_Hs578T_Adhesome3a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome3a
MF_VMR_Hs578T_Adhesome3b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome3b
MF_VMR_Hs578T_Adhesome4a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome4a
MF_VMR_Hs578T_Adhesome4b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome4b
MF_VMR_Hs578T_Adhesome5a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome5a
MF_VMR_Hs578T_Adhesome5b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome5b
MF_VMR_Hs578T_Adhesome6a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome6a
MF_VMR_Hs578T_Adhesome6b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome6b
MF_VMR_Hs578T_Adhesome7a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome7a
MF_VMR_Hs578T_Adhesome7b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome7b
MF_VMR_Hs578T_Adhesome8a	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome8a
MF_VMR_Hs578T_Adhesome8b	/uod/idr/filesets/idr0022-fokkelman-cellmigration/20160413-original/Primary PKT screen Hs578T/Adhesome exp1/MF_VMR_Hs578T_Adhesome8b
